0|1|10.8428716666667|106.615573333333|10.84344|106.614936666667|Xa lộ Đại Hàn, Quận 12, Hồ Chí Minh, Vietnam|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|101|0.1 km|30000|30
1|2|10.84344|106.614936666667|10.8440266666667|106.61463|5 QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|16B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|74|74 m|30000|30
2|3|10.8440266666667|106.61463|10.8446116666667|106.614248333333|16B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|1B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|77|77 m|30000|30
3|4|10.8446116666667|106.614248333333|10.8447816666667|106.614125|1B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|23|23 m|7000|07
4|5|10.8447816666667|106.614125|10.8451766666667|106.61389|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|51|51 m|20000|20
5|6|10.8451766666667|106.61389|10.8453666666667|106.613778333333|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|24|24 m|15000|15
6|7|10.8453666666667|106.613778333333|10.8461133333333|106.613291666667|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|99|0.1 km|30000|30
7|8|10.8461133333333|106.613291666667|10.8461866666667|106.613255|3 Xuyên Á, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|5B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|9|9 m|9000|09
8|9|10.8461866666667|106.613255|10.8461866666667|106.613255|5B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|5B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|0|1 m|30000|30
9|10|10.8461866666667|106.613255|10.8463883333333|106.61306|5B QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|7C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|30|30 m|44000|44
10|11|10.8463883333333|106.61306|10.8476633333333|106.612238333333|7C QL22, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|33 A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|168|0.2 km|30000|30
11|12|10.8476633333333|106.612238333333|10.8493083333333|106.611186666667|33 A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|17 A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|216|0.2 km|30000|30
12|13|10.8493083333333|106.611186666667|10.8511416666667|106.609985|17 A Tổ 49 Khu Phố 4, Trung Mỹ Tây, Quận 12, Hồ Chí Minh, Vietnam|29 Xuyên Á, Bà Điểm, Hóc Môn, Hồ Chí Minh, Vietnam|249|0.2 km|30000|30
